Dataset_Type,File,GA_pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initheuristic_ga_low_mutation_0p4,GA_pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,GA_pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,GA_pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,GA_pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,GA_pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,GA_pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,GA_pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Greedy
Adversarial,Adversarial_1000_1500_400,"{'Objective': 13211, 'Success_Rate': 0.8807333333333334, 'Time': 900.7155623810004, 'Status': 'VALID'}","{'Objective': 13126, 'Success_Rate': 0.8750666666666667, 'Time': 900.8607188339996, 'Status': 'VALID'}","{'Objective': 13211, 'Success_Rate': 0.8807333333333334, 'Time': 900.6129879350001, 'Status': 'VALID'}","{'Objective': 13129, 'Success_Rate': 0.8752666666666666, 'Time': 901.0387724690004, 'Status': 'VALID'}","{'Objective': 13211, 'Success_Rate': 0.8807333333333334, 'Time': 900.4683283289996, 'Status': 'VALID'}","{'Objective': 13133, 'Success_Rate': 0.8755333333333334, 'Time': 900.4536321549999, 'Status': 'VALID'}","{'Objective': 13211, 'Success_Rate': 0.8807333333333334, 'Time': 900.2890622010004, 'Status': 'VALID'}","{'Objective': 13140, 'Success_Rate': 0.876, 'Time': 900.4833233619997, 'Status': 'VALID'}",
Adversarial,Adversarial_100_150_40,"{'Objective': 1390, 'Success_Rate': 0.9266666666666666, 'Time': 180.04137759699995, 'Status': 'VALID'}","{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.03716994, 'Status': 'VALID'}","{'Objective': 1390, 'Success_Rate': 0.9266666666666666, 'Time': 180.0358074840001, 'Status': 'VALID'}","{'Objective': 1388, 'Success_Rate': 0.9253333333333332, 'Time': 180.0161635610001, 'Status': 'VALID'}","{'Objective': 1390, 'Success_Rate': 0.9266666666666666, 'Time': 180.0121337630001, 'Status': 'VALID'}","{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.008730065, 'Status': 'VALID'}","{'Objective': 1390, 'Success_Rate': 0.9266666666666666, 'Time': 180.03990762499996, 'Status': 'VALID'}","{'Objective': 1385, 'Success_Rate': 0.9233333333333332, 'Time': 180.027969234, 'Status': 'VALID'}",
Adversarial,Adversarial_150_225_60,"{'Objective': 2022, 'Success_Rate': 0.8986666666666666, 'Time': 360.05039357700014, 'Status': 'VALID'}","{'Objective': 2005, 'Success_Rate': 0.8911111111111111, 'Time': 360.053220461, 'Status': 'VALID'}","{'Objective': 2022, 'Success_Rate': 0.8986666666666666, 'Time': 360.0203581249999, 'Status': 'VALID'}","{'Objective': 2008, 'Success_Rate': 0.8924444444444445, 'Time': 360.05753356700006, 'Status': 'VALID'}","{'Objective': 2022, 'Success_Rate': 0.8986666666666666, 'Time': 360.0479374150001, 'Status': 'VALID'}","{'Objective': 2006, 'Success_Rate': 0.8915555555555555, 'Time': 360.071494501, 'Status': 'VALID'}","{'Objective': 2022, 'Success_Rate': 0.8986666666666666, 'Time': 360.02806143500004, 'Status': 'VALID'}","{'Objective': 2005, 'Success_Rate': 0.8911111111111111, 'Time': 360.0137304269999, 'Status': 'VALID'}",
Adversarial,Adversarial_200_300_80,"{'Objective': 2681, 'Success_Rate': 0.8936666666666667, 'Time': 360.0289345699998, 'Status': 'VALID'}","{'Objective': 2664, 'Success_Rate': 0.888, 'Time': 360.05391709700007, 'Status': 'VALID'}","{'Objective': 2681, 'Success_Rate': 0.8936666666666667, 'Time': 360.0366603089999, 'Status': 'VALID'}","{'Objective': 2671, 'Success_Rate': 0.8903333333333333, 'Time': 360.0496797200001, 'Status': 'VALID'}","{'Objective': 2681, 'Success_Rate': 0.8936666666666667, 'Time': 360.0660646829999, 'Status': 'VALID'}","{'Objective': 2671, 'Success_Rate': 0.8903333333333333, 'Time': 360.02681965500005, 'Status': 'VALID'}","{'Objective': 2681, 'Success_Rate': 0.8936666666666667, 'Time': 360.06307994300005, 'Status': 'VALID'}","{'Objective': 2666, 'Success_Rate': 0.8886666666666667, 'Time': 360.0434830030001, 'Status': 'VALID'}",
Adversarial,Adversarial_20_30_10,"{'Objective': 157, 'Success_Rate': 0.785, 'Time': 20.003652180000017, 'Status': 'VALID'}","{'Objective': 156, 'Success_Rate': 0.78, 'Time': 20.00310439699996, 'Status': 'VALID'}","{'Objective': 157, 'Success_Rate': 0.785, 'Time': 20.005030981999997, 'Status': 'VALID'}","{'Objective': 157, 'Success_Rate': 0.785, 'Time': 19.97861077999994, 'Status': 'VALID'}","{'Objective': 157, 'Success_Rate': 0.785, 'Time': 20.00215666599996, 'Status': 'VALID'}","{'Objective': 155, 'Success_Rate': 0.775, 'Time': 20.004563848000004, 'Status': 'VALID'}","{'Objective': 157, 'Success_Rate': 0.785, 'Time': 20.001482753999998, 'Status': 'VALID'}","{'Objective': 156, 'Success_Rate': 0.78, 'Time': 20.002378744, 'Status': 'VALID'}",
Adversarial,Adversarial_300_450_120,"{'Objective': 3924, 'Success_Rate': 0.872, 'Time': 360.07961475699994, 'Status': 'VALID'}","{'Objective': 3907, 'Success_Rate': 0.8682222222222222, 'Time': 360.077435752, 'Status': 'VALID'}","{'Objective': 3924, 'Success_Rate': 0.872, 'Time': 360.052974836, 'Status': 'VALID'}","{'Objective': 3898, 'Success_Rate': 0.8662222222222222, 'Time': 360.08323025699974, 'Status': 'VALID'}","{'Objective': 3924, 'Success_Rate': 0.872, 'Time': 360.1275679329999, 'Status': 'VALID'}","{'Objective': 3914, 'Success_Rate': 0.8697777777777778, 'Time': 360.15266410000004, 'Status': 'VALID'}","{'Objective': 3924, 'Success_Rate': 0.872, 'Time': 360.0675812520001, 'Status': 'VALID'}","{'Objective': 3907, 'Success_Rate': 0.8682222222222222, 'Time': 360.095166498, 'Status': 'VALID'}",
Adversarial,Adversarial_500_750_200,"{'Objective': 6630, 'Success_Rate': 0.8841178823843179, 'Time': 600.0559443330001, 'Status': 'VALID'}","{'Objective': 6570, 'Success_Rate': 0.8761168155754101, 'Time': 600.0769934930001, 'Status': 'VALID'}","{'Objective': 6630, 'Success_Rate': 0.8841178823843179, 'Time': 600.0934912849998, 'Status': 'VALID'}","{'Objective': 6581, 'Success_Rate': 0.8775836778237098, 'Time': 600.3696486000003, 'Status': 'VALID'}","{'Objective': 6630, 'Success_Rate': 0.8841178823843179, 'Time': 600.0533500659999, 'Status': 'VALID'}","{'Objective': 6590, 'Success_Rate': 0.878783837845046, 'Time': 600.3192672719999, 'Status': 'VALID'}","{'Objective': 6630, 'Success_Rate': 0.8841178823843179, 'Time': 600.179233333, 'Status': 'VALID'}","{'Objective': 6582, 'Success_Rate': 0.8777170289371916, 'Time': 600.0986985119998, 'Status': 'VALID'}",
Adversarial,Adversarial_50_75_20,"{'Objective': 493, 'Success_Rate': 0.6573333333333333, 'Time': 90.02168782599995, 'Status': 'VALID'}","{'Objective': 490, 'Success_Rate': 0.6533333333333333, 'Time': 90.02229558899995, 'Status': 'VALID'}","{'Objective': 493, 'Success_Rate': 0.6573333333333333, 'Time': 90.01926280100002, 'Status': 'VALID'}","{'Objective': 490, 'Success_Rate': 0.6533333333333333, 'Time': 90.02413964999994, 'Status': 'VALID'}","{'Objective': 493, 'Success_Rate': 0.6573333333333333, 'Time': 90.02182923000004, 'Status': 'VALID'}","{'Objective': 491, 'Success_Rate': 0.6546666666666666, 'Time': 89.97270276499998, 'Status': 'VALID'}","{'Objective': 493, 'Success_Rate': 0.6573333333333333, 'Time': 90.024143261, 'Status': 'VALID'}","{'Objective': 489, 'Success_Rate': 0.652, 'Time': 90.017951945, 'Status': 'VALID'}",
Adversarial,Adversarial_800_1200_320,"{'Objective': 10608, 'Success_Rate': 0.884, 'Time': 900.349955013, 'Status': 'VALID'}","{'Objective': 10522, 'Success_Rate': 0.8768333333333334, 'Time': 900.1439705809998, 'Status': 'VALID'}","{'Objective': 10608, 'Success_Rate': 0.884, 'Time': 900.156143706, 'Status': 'VALID'}","{'Objective': 10530, 'Success_Rate': 0.8775, 'Time': 900.2617927230003, 'Status': 'VALID'}","{'Objective': 10608, 'Success_Rate': 0.884, 'Time': 900.5803106180001, 'Status': 'VALID'}","{'Objective': 10516, 'Success_Rate': 0.8763333333333333, 'Time': 900.713849878, 'Status': 'VALID'}","{'Objective': 10608, 'Success_Rate': 0.884, 'Time': 900.639654304, 'Status': 'VALID'}","{'Objective': 10522, 'Success_Rate': 0.8768333333333334, 'Time': 900.5030967800003, 'Status': 'VALID'}",
Adversarial,Adversarial_80_120_32,"{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.02376752700002, 'Status': 'VALID'}","{'Objective': 1066, 'Success_Rate': 0.8883333333333333, 'Time': 180.02010040599993, 'Status': 'VALID'}","{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.01239835800004, 'Status': 'VALID'}","{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.04230873699998, 'Status': 'VALID'}","{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.03654652499995, 'Status': 'VALID'}","{'Objective': 1065, 'Success_Rate': 0.8875, 'Time': 180.01671606400004, 'Status': 'VALID'}","{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.00879799999996, 'Status': 'VALID'}","{'Objective': 1064, 'Success_Rate': 0.8866666666666667, 'Time': 180.02600646499997, 'Status': 'VALID'}",
Adversarial_1000_1500_400,Adversarial_1000_1500_400,,,,,,,,,"{'Objective': 13218, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_100_150_40,Adversarial_100_150_40,,,,,,,,,"{'Objective': 1390, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_150_225_60,Adversarial_150_225_60,,,,,,,,,"{'Objective': 2022, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_200_300_80,Adversarial_200_300_80,,,,,,,,,"{'Objective': 2683, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_20_30_10,Adversarial_20_30_10,,,,,,,,,"{'Objective': 157, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_300_450_120,Adversarial_300_450_120,,,,,,,,,"{'Objective': 3930, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_500_750_200,Adversarial_500_750_200,,,,,,,,,"{'Objective': 6619, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_50_75_20,Adversarial_50_75_20,,,,,,,,,"{'Objective': 493, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_800_1200_320,Adversarial_800_1200_320,,,,,,,,,"{'Objective': 10609, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Adversarial_80_120_32,Adversarial_80_120_32,,,,,,,,,"{'Objective': 1064, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential,Exponential_1000_1500_400,"{'Objective': 14414, 'Success_Rate': 0.9609333333333332, 'Time': 901.1374564669997, 'Status': 'VALID'}","{'Objective': 14357, 'Success_Rate': 0.9571333333333332, 'Time': 900.131233778, 'Status': 'VALID'}","{'Objective': 14414, 'Success_Rate': 0.9609333333333332, 'Time': 900.3349646430006, 'Status': 'VALID'}","{'Objective': 14389, 'Success_Rate': 0.9592666666666668, 'Time': 900.9556596169996, 'Status': 'VALID'}","{'Objective': 14414, 'Success_Rate': 0.9609333333333332, 'Time': 900.1057939170005, 'Status': 'VALID'}","{'Objective': 14363, 'Success_Rate': 0.9575333333333332, 'Time': 900.4212565829994, 'Status': 'VALID'}","{'Objective': 14414, 'Success_Rate': 0.9609333333333332, 'Time': 900.644389092, 'Status': 'VALID'}","{'Objective': 14366, 'Success_Rate': 0.9577333333333332, 'Time': 900.6462001369991, 'Status': 'VALID'}",
Exponential,Exponential_100_150_40,"{'Objective': 1121, 'Success_Rate': 0.7473333333333333, 'Time': 180.0083964860005, 'Status': 'VALID'}","{'Objective': 1120, 'Success_Rate': 0.7466666666666667, 'Time': 180.01643689499997, 'Status': 'VALID'}","{'Objective': 1121, 'Success_Rate': 0.7473333333333333, 'Time': 180.0315957849998, 'Status': 'VALID'}","{'Objective': 1123, 'Success_Rate': 0.7486666666666667, 'Time': 180.02636220299974, 'Status': 'VALID'}","{'Objective': 1122, 'Success_Rate': 0.748, 'Time': 180.0362781220001, 'Status': 'VALID'}","{'Objective': 1126, 'Success_Rate': 0.7506666666666667, 'Time': 180.01773785899968, 'Status': 'VALID'}","{'Objective': 1123, 'Success_Rate': 0.7486666666666667, 'Time': 180.01812449499994, 'Status': 'VALID'}","{'Objective': 1122, 'Success_Rate': 0.748, 'Time': 180.02501811599996, 'Status': 'VALID'}",
Exponential,Exponential_150_225_60,"{'Objective': 1936, 'Success_Rate': 0.8604444444444445, 'Time': 360.0155311889994, 'Status': 'VALID'}","{'Objective': 1931, 'Success_Rate': 0.8582222222222222, 'Time': 360.056153816, 'Status': 'VALID'}","{'Objective': 1936, 'Success_Rate': 0.8604444444444445, 'Time': 360.04026611599966, 'Status': 'VALID'}","{'Objective': 1928, 'Success_Rate': 0.8568888888888889, 'Time': 360.0566196999998, 'Status': 'VALID'}","{'Objective': 1936, 'Success_Rate': 0.8604444444444445, 'Time': 360.0415083549997, 'Status': 'VALID'}","{'Objective': 1924, 'Success_Rate': 0.8551111111111112, 'Time': 360.0410538610004, 'Status': 'VALID'}","{'Objective': 1936, 'Success_Rate': 0.8604444444444445, 'Time': 360.02987297100026, 'Status': 'VALID'}","{'Objective': 1923, 'Success_Rate': 0.8546666666666667, 'Time': 360.00277081399963, 'Status': 'VALID'}",
Exponential,Exponential_200_300_80,"{'Objective': 2478, 'Success_Rate': 0.826, 'Time': 360.04057587900024, 'Status': 'VALID'}","{'Objective': 2453, 'Success_Rate': 0.8176666666666667, 'Time': 360.0278936279992, 'Status': 'VALID'}","{'Objective': 2478, 'Success_Rate': 0.826, 'Time': 360.0327662999998, 'Status': 'VALID'}","{'Objective': 2456, 'Success_Rate': 0.8186666666666667, 'Time': 360.0190578490001, 'Status': 'VALID'}","{'Objective': 2478, 'Success_Rate': 0.826, 'Time': 359.97979723000026, 'Status': 'VALID'}","{'Objective': 2454, 'Success_Rate': 0.818, 'Time': 360.0383335209999, 'Status': 'VALID'}","{'Objective': 2478, 'Success_Rate': 0.826, 'Time': 360.0329104520006, 'Status': 'VALID'}","{'Objective': 2455, 'Success_Rate': 0.8183333333333334, 'Time': 360.0305463859995, 'Status': 'VALID'}",
Exponential,Exponential_20_30_10,"{'Objective': 188, 'Success_Rate': 0.94, 'Time': 20.002719197999795, 'Status': 'VALID'}","{'Objective': 187, 'Success_Rate': 0.935, 'Time': 20.00418085900037, 'Status': 'VALID'}","{'Objective': 188, 'Success_Rate': 0.94, 'Time': 19.98982221499955, 'Status': 'VALID'}","{'Objective': 186, 'Success_Rate': 0.93, 'Time': 20.00455122800031, 'Status': 'VALID'}","{'Objective': 188, 'Success_Rate': 0.94, 'Time': 19.99229901000035, 'Status': 'VALID'}","{'Objective': 187, 'Success_Rate': 0.935, 'Time': 19.98533361299997, 'Status': 'VALID'}","{'Objective': 188, 'Success_Rate': 0.94, 'Time': 20.00185903100009, 'Status': 'VALID'}","{'Objective': 186, 'Success_Rate': 0.93, 'Time': 19.95793487200081, 'Status': 'VALID'}",
Exponential,Exponential_300_450_120,"{'Objective': 4030, 'Success_Rate': 0.8955555555555555, 'Time': 360.0853247039995, 'Status': 'VALID'}","{'Objective': 4004, 'Success_Rate': 0.8897777777777778, 'Time': 360.1096477890005, 'Status': 'VALID'}","{'Objective': 4030, 'Success_Rate': 0.8955555555555555, 'Time': 360.0809795770001, 'Status': 'VALID'}","{'Objective': 4001, 'Success_Rate': 0.8891111111111111, 'Time': 360.06509603000086, 'Status': 'VALID'}","{'Objective': 4030, 'Success_Rate': 0.8955555555555555, 'Time': 360.0334912069993, 'Status': 'VALID'}","{'Objective': 4006, 'Success_Rate': 0.8902222222222222, 'Time': 360.09950459300035, 'Status': 'VALID'}","{'Objective': 4030, 'Success_Rate': 0.8955555555555555, 'Time': 360.04574162300014, 'Status': 'VALID'}","{'Objective': 4008, 'Success_Rate': 0.8906666666666667, 'Time': 360.0844872789994, 'Status': 'VALID'}",
Exponential,Exponential_500_750_200,"{'Objective': 6993, 'Success_Rate': 0.9324, 'Time': 600.3101382959994, 'Status': 'VALID'}","{'Objective': 6960, 'Success_Rate': 0.928, 'Time': 600.1020990080006, 'Status': 'VALID'}","{'Objective': 6993, 'Success_Rate': 0.9324, 'Time': 600.2148635629992, 'Status': 'VALID'}","{'Objective': 6975, 'Success_Rate': 0.93, 'Time': 600.313800031, 'Status': 'VALID'}","{'Objective': 6993, 'Success_Rate': 0.9324, 'Time': 600.2673713479999, 'Status': 'VALID'}","{'Objective': 6956, 'Success_Rate': 0.9274666666666668, 'Time': 600.1648992769997, 'Status': 'VALID'}","{'Objective': 6993, 'Success_Rate': 0.9324, 'Time': 600.2523392269995, 'Status': 'VALID'}","{'Objective': 6970, 'Success_Rate': 0.9293333333333332, 'Time': 600.0813395590003, 'Status': 'VALID'}",
Exponential,Exponential_50_75_20,"{'Objective': 376, 'Success_Rate': 0.5013333333333333, 'Time': 89.97056078700007, 'Status': 'VALID'}","{'Objective': 368, 'Success_Rate': 0.4906666666666666, 'Time': 90.01260976699996, 'Status': 'VALID'}","{'Objective': 376, 'Success_Rate': 0.5013333333333333, 'Time': 90.01599212300061, 'Status': 'VALID'}","{'Objective': 369, 'Success_Rate': 0.492, 'Time': 90.00577691099988, 'Status': 'VALID'}","{'Objective': 376, 'Success_Rate': 0.5013333333333333, 'Time': 90.01557997200052, 'Status': 'VALID'}","{'Objective': 369, 'Success_Rate': 0.492, 'Time': 90.00948026599963, 'Status': 'VALID'}","{'Objective': 376, 'Success_Rate': 0.5013333333333333, 'Time': 90.00875064199954, 'Status': 'VALID'}","{'Objective': 369, 'Success_Rate': 0.492, 'Time': 90.0114472260002, 'Status': 'VALID'}",
Exponential,Exponential_800_1200_320,"{'Objective': 11450, 'Success_Rate': 0.9541666666666668, 'Time': 900.5055103730001, 'Status': 'VALID'}","{'Objective': 11396, 'Success_Rate': 0.9496666666666668, 'Time': 900.64234158, 'Status': 'VALID'}","{'Objective': 11450, 'Success_Rate': 0.9541666666666668, 'Time': 900.6693924950005, 'Status': 'VALID'}","{'Objective': 11396, 'Success_Rate': 0.9496666666666668, 'Time': 900.4143433640002, 'Status': 'VALID'}","{'Objective': 11450, 'Success_Rate': 0.9541666666666668, 'Time': 900.096210576, 'Status': 'VALID'}","{'Objective': 11395, 'Success_Rate': 0.9495833333333332, 'Time': 900.3548949830001, 'Status': 'VALID'}","{'Objective': 11450, 'Success_Rate': 0.9541666666666668, 'Time': 900.2005871660003, 'Status': 'VALID'}","{'Objective': 11409, 'Success_Rate': 0.95075, 'Time': 900.457323091, 'Status': 'VALID'}",
Exponential,Exponential_80_120_32,"{'Objective': 760, 'Success_Rate': 0.6333333333333333, 'Time': 180.0247704000003, 'Status': 'VALID'}","{'Objective': 745, 'Success_Rate': 0.6208333333333333, 'Time': 180.01544117699996, 'Status': 'VALID'}","{'Objective': 760, 'Success_Rate': 0.6333333333333333, 'Time': 180.02266077600052, 'Status': 'VALID'}","{'Objective': 746, 'Success_Rate': 0.6216666666666667, 'Time': 180.03075209899998, 'Status': 'VALID'}","{'Objective': 760, 'Success_Rate': 0.6333333333333333, 'Time': 180.01864472099987, 'Status': 'VALID'}","{'Objective': 743, 'Success_Rate': 0.6191666666666666, 'Time': 180.0178191340001, 'Status': 'VALID'}","{'Objective': 760, 'Success_Rate': 0.6333333333333333, 'Time': 180.0148079849996, 'Status': 'VALID'}","{'Objective': 746, 'Success_Rate': 0.6216666666666667, 'Time': 180.0193884549999, 'Status': 'VALID'}",
Exponential_1000_1500_400,Exponential_1000_1500_400,,,,,,,,,"{'Objective': 14437, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_100_150_40,Exponential_100_150_40,,,,,,,,,"{'Objective': 1112, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_150_225_60,Exponential_150_225_60,,,,,,,,,"{'Objective': 1940, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_200_300_80,Exponential_200_300_80,,,,,,,,,"{'Objective': 2472, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_20_30_10,Exponential_20_30_10,,,,,,,,,"{'Objective': 188, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_300_450_120,Exponential_300_450_120,,,,,,,,,"{'Objective': 4028, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_500_750_200,Exponential_500_750_200,,,,,,,,,"{'Objective': 7006, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_50_75_20,Exponential_50_75_20,,,,,,,,,"{'Objective': 376, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_800_1200_320,Exponential_800_1200_320,,,,,,,,,"{'Objective': 11454, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Exponential_80_120_32,Exponential_80_120_32,,,,,,,,,"{'Objective': 756, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Gaussian,Gaussian_1000_1500_400,"{'Objective': 14793, 'Success_Rate': 0.9862, 'Time': 901.321246518999, 'Status': 'VALID'}","{'Objective': 14806, 'Success_Rate': 0.9870666666666666, 'Time': 901.6857688580004, 'Status': 'VALID'}","{'Objective': 14801, 'Success_Rate': 0.9867333333333334, 'Time': 901.486282901, 'Status': 'VALID'}","{'Objective': 14801, 'Success_Rate': 0.9867333333333334, 'Time': 902.0741992850016, 'Status': 'VALID'}","{'Objective': 14800, 'Success_Rate': 0.9866666666666668, 'Time': 901.1312282589988, 'Status': 'VALID'}","{'Objective': 14815, 'Success_Rate': 0.9876666666666668, 'Time': 900.5016420930006, 'Status': 'VALID'}","{'Objective': 14798, 'Success_Rate': 0.9865333333333334, 'Time': 901.169695638, 'Status': 'VALID'}","{'Objective': 14801, 'Success_Rate': 0.9867333333333334, 'Time': 901.5848724169992, 'Status': 'VALID'}",
Gaussian,Gaussian_100_150_40,"{'Objective': 1445, 'Success_Rate': 0.9633333333333334, 'Time': 180.03482148699914, 'Status': 'VALID'}","{'Objective': 1450, 'Success_Rate': 0.9666666666666668, 'Time': 180.03921696600082, 'Status': 'VALID'}","{'Objective': 1437, 'Success_Rate': 0.958, 'Time': 180.02643413999976, 'Status': 'VALID'}","{'Objective': 1439, 'Success_Rate': 0.9593333333333334, 'Time': 179.99592959899928, 'Status': 'VALID'}","{'Objective': 1440, 'Success_Rate': 0.96, 'Time': 180.02122065299957, 'Status': 'VALID'}","{'Objective': 1442, 'Success_Rate': 0.9613333333333334, 'Time': 180.00884553499964, 'Status': 'VALID'}","{'Objective': 1449, 'Success_Rate': 0.966, 'Time': 180.02096658399932, 'Status': 'VALID'}","{'Objective': 1448, 'Success_Rate': 0.9653333333333334, 'Time': 180.01797655100015, 'Status': 'VALID'}",
