Algorithm,Experiment,Dataset,File,Objective,Success_Rate,Greedy_Baseline,GA_Best,Difference_vs_Greedy,Avg_Time,Status,Population,Elite,Crossover_Rate,Mutation_Rate,Crossover_Type,Mutation_Type
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_20_30_10,188,0.94,184,188,4,20.005106398999487,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_50_75_20,641,0.8546666666666667,648,641,-7,90.012827767001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_80_120_32,1123,0.9358333333333332,1126,1123,-3,180.02053658300065,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_100_150_40,1384,0.9226666666666666,1386,1384,-2,180.01624494600037,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_150_225_60,2140,0.9511111111111112,2122,2140,18,360.0100121180003,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_200_300_80,2905,0.9683333333333334,2877,2905,28,360.0557134080009,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_300_450_120,4272,0.949544343187375,4277,4272,-5,360.0258368700015,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_500_750_200,7289,0.9718666666666668,7262,7289,27,600.1940786859996,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_800_1200_320,11754,0.9795,11684,11754,70,900.4050106989998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Uniform,Uniform_1000_1500_400,14656,0.9770666666666666,14661,14656,-5,901.544493854999,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack01,169,0.9441340782122905,169,169,0,20.00317694700061,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack02,167,0.8186274509803921,167,167,0,44.96994529100266,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack03,37,0.9487179487179488,37,37,0,19.9553920699982,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack04,227,0.7643097643097643,227,227,0,45.00419092000084,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack05,318,0.8907563025210085,318,318,0,45.00555498799804,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack06,69,0.8846153846153846,69,69,0,19.990777889997844,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack07,200,0.8264462809917356,200,200,0,45.00532142599696,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack08,148,0.8809523809523809,146,148,2,20.00336438100203,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack09,284,0.8685015290519877,283,284,1,44.99216575099854,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,hustack,hustack10,12,1.0,12,12,0,19.95418187299947,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_20_30_10,157,0.785,157,157,0,20.00215666599996,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_50_75_20,493,0.6573333333333333,493,493,0,90.02182923000004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_80_120_32,1064,0.8866666666666667,1064,1064,0,180.03654652499995,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_100_150_40,1390,0.9266666666666666,1390,1390,0,180.0121337630001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_150_225_60,2022,0.8986666666666666,2022,2022,0,360.0479374150001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_200_300_80,2681,0.8936666666666667,2681,2681,0,360.0660646829999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_300_450_120,3924,0.872,3924,3924,0,360.1275679329999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_500_750_200,6630,0.8841178823843179,6630,6630,0,600.0533500659999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_800_1200_320,10608,0.884,10608,10608,0,900.5803106180001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Adversarial,Adversarial_1000_1500_400,13211,0.8807333333333334,13211,13211,0,900.4683283289996,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_20_30_10,188,0.94,188,188,0,19.99229901000035,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_50_75_20,376,0.5013333333333333,376,376,0,90.01557997200052,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_80_120_32,760,0.6333333333333333,760,760,0,180.01864472099987,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_100_150_40,1122,0.748,1112,1122,10,180.0362781220001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_150_225_60,1936,0.8604444444444445,1936,1936,0,360.0415083549997,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_200_300_80,2478,0.826,2478,2478,0,359.97979723000026,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_300_450_120,4030,0.8955555555555555,4030,4030,0,360.0334912069993,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_500_750_200,6993,0.9324,6993,6993,0,600.2673713479999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_800_1200_320,11450,0.9541666666666668,11450,11450,0,900.096210576,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Exponential,Exponential_1000_1500_400,14414,0.9609333333333332,14414,14414,0,900.1057939170005,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_20_30_10,164,0.82,159,164,5,19.9598112879994,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,90.01583876899895,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_80_120_32,1158,0.965,1151,1158,7,180.02864313200007,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_100_150_40,1440,0.96,1432,1440,8,180.02122065299957,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_150_225_60,2186,0.9715555555555556,2171,2186,15,360.0101093909998,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_200_300_80,2931,0.977,2904,2931,27,360.04270202099906,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_300_450_120,4386,0.9746666666666668,4363,4386,23,360.2439950280004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_500_750_200,7416,0.9889318575810108,7400,7416,16,600.4803800219997,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_800_1200_320,11799,0.98325,11787,11799,12,900.936274968999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Gaussian,Gaussian_1000_1500_400,14800,0.9866666666666668,14770,14800,30,901.1312282589988,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_20_30_10,145,0.725,140,145,5,19.99081555700104,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_50_75_20,620,0.8266666666666667,620,620,0,90.01024392499858,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_80_120_32,1122,0.935,1114,1122,8,180.0148178649997,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_100_150_40,1417,0.9446666666666668,1417,1417,0,180.03224903000046,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_150_225_60,2214,0.984,2213,2214,1,360.03806207900016,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_200_300_80,2961,0.987,2932,2961,29,360.07722628900046,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_300_450_120,4476,0.9946666666666668,4449,4476,27,360.1180569220014,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_500_750_200,7323,0.9764,7312,7323,11,600.3114098860005,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_800_1200_320,11818,0.9848333333333332,11805,11818,13,900.393410992001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Poisson,Poisson_1000_1500_400,14620,0.9747316487765852,14563,14620,57,900.7477365639988,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_20_30_10,188,0.94,184,188,4,20.000781651999205,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_50_75_20,648,0.864,648,648,0,90.0129910479991,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_80_120_32,1126,0.9383333333333334,1126,1126,0,180.0130195089987,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_100_150_40,1386,0.924,1386,1386,0,180.01545450900085,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_150_225_60,2137,0.9497777777777778,2122,2137,15,359.99630124399846,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_200_300_80,2902,0.9673333333333334,2877,2902,25,360.03854665999825,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_300_450_120,4279,0.9511002444987776,4277,4279,2,360.0951142570011,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_500_750_200,7287,0.9716,7262,7287,25,600.497529622,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_800_1200_320,11758,0.9798333333333332,11684,11758,74,900.8695162619988,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,Uniform,Uniform_1000_1500_400,14661,0.9774,14661,14661,0,901.6885299070018,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack01,169,0.9441340782122905,169,169,0,20.002289819,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack02,167,0.8186274509803921,167,167,0,45.002448604001984,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack03,37,0.9487179487179488,37,37,0,19.95885555299901,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack04,227,0.7643097643097643,227,227,0,45.00437546399917,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack05,318,0.8907563025210085,318,318,0,45.00376238699755,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack06,69,0.8846153846153846,69,69,0,19.98607527400236,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack07,200,0.8264462809917356,200,200,0,45.0041810340008,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack08,148,0.8809523809523809,146,148,2,19.96851962499932,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack09,284,0.8685015290519877,283,284,1,44.972063417000754,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,hustack,hustack10,12,1.0,12,12,0,0.0001485259999753,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_20_30_10,155,0.775,157,155,-2,20.004563848000004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_50_75_20,491,0.6546666666666666,493,491,-2,89.97270276499998,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_80_120_32,1065,0.8875,1064,1065,1,180.01671606400004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_100_150_40,1386,0.924,1390,1386,-4,180.008730065,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_150_225_60,2006,0.8915555555555555,2022,2006,-16,360.071494501,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_200_300_80,2671,0.8903333333333333,2681,2671,-10,360.02681965500005,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_300_450_120,3914,0.8697777777777778,3924,3914,-10,360.15266410000004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_500_750_200,6590,0.878783837845046,6630,6590,-40,600.3192672719999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_800_1200_320,10516,0.8763333333333333,10608,10516,-92,900.713849878,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Adversarial,Adversarial_1000_1500_400,13133,0.8755333333333334,13211,13133,-78,900.4536321549999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_20_30_10,187,0.935,188,187,-1,19.98533361299997,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_50_75_20,369,0.492,376,369,-7,90.00948026599963,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_80_120_32,743,0.6191666666666666,760,743,-17,180.0178191340001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_100_150_40,1126,0.7506666666666667,1112,1126,14,180.01773785899968,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_150_225_60,1924,0.8551111111111112,1936,1924,-12,360.0410538610004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_200_300_80,2454,0.818,2478,2454,-24,360.0383335209999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_300_450_120,4006,0.8902222222222222,4030,4006,-24,360.09950459300035,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_500_750_200,6956,0.9274666666666668,6993,6956,-37,600.1648992769997,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_800_1200_320,11395,0.9495833333333332,11450,11395,-55,900.3548949830001,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Exponential,Exponential_1000_1500_400,14363,0.9575333333333332,14414,14363,-51,900.4212565829994,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_20_30_10,164,0.82,159,164,5,19.96967372400013,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,89.96208422699965,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_80_120_32,1157,0.9641666666666666,1151,1157,6,180.0167248029993,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_100_150_40,1442,0.9613333333333334,1432,1442,10,180.00884553499964,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_150_225_60,2192,0.9742222222222222,2171,2192,21,360.0162134279999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_200_300_80,2927,0.9756666666666668,2904,2927,23,360.02280475800035,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_300_450_120,4388,0.9751111111111112,4363,4388,25,360.15340112800004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_500_750_200,7411,0.9882651020136018,7400,7411,11,600.1209832240002,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_800_1200_320,11804,0.9836666666666668,11787,11804,17,900.938027238999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Gaussian,Gaussian_1000_1500_400,14815,0.9876666666666668,14770,14815,45,900.5016420930006,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_20_30_10,144,0.72,140,144,4,20.00228659099957,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_50_75_20,615,0.82,620,615,-5,90.01071025499914,VALID,40,5,0.85,0.9,ox,mixed
