Algorithm,Experiment,Dataset,File,Objective,Success_Rate,Greedy_Baseline,GA_Best,Difference_vs_Greedy,Avg_Time,Status,Population,Elite,Crossover_Rate,Mutation_Rate,Crossover_Type,Mutation_Type
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_150_225_60,2189,0.9728888888888888,2171,2189,18,360.0234769660001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_200_300_80,2939,0.9796666666666668,2904,2939,35,360.0759405640001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_300_450_120,4387,0.9748888888888888,4363,4387,24,360.15188160900107,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_500_750_200,7412,0.9883984531270836,7400,7412,12,600.2716923100015,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_800_1200_320,11814,0.9845,11787,11814,27,900.6364728970002,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_1000_1500_400,14801,0.9867333333333334,14770,14801,31,901.5848724169992,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_20_30_10,147,0.735,140,147,7,19.97313936000137,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_50_75_20,617,0.8226666666666667,620,617,-3,90.01463028800026,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_80_120_32,1120,0.9333333333333332,1114,1120,6,180.0191361369998,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_100_150_40,1411,0.9406666666666668,1417,1411,-6,180.0219402319999,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_150_225_60,2213,0.9835555555555556,2213,2213,0,360.02884141600043,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_200_300_80,2954,0.9846666666666668,2932,2954,22,360.04162468899995,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_300_450_120,4466,0.9924444444444444,4449,4466,17,360.1092593630001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_500_750_200,7332,0.9776,7312,7332,20,600.1305608130006,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_800_1200_320,11797,0.9830833333333332,11805,11797,-8,900.6825737589988,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Poisson,Poisson_1000_1500_400,14636,0.975798386559104,14563,14636,73,900.8564890969992,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_20_30_10,189,0.945,184,189,5,19.980450173001373,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_50_75_20,647,0.8626666666666667,648,647,-1,90.01324962899889,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_80_120_32,1123,0.9358333333333332,1126,1123,-3,180.01590832100192,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_100_150_40,1383,0.922,1386,1383,-3,179.99893045299905,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_150_225_60,2138,0.9502222222222222,2122,2138,16,360.0377522469971,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_200_300_80,2906,0.9686666666666668,2877,2906,29,360.08420904500235,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_300_450_120,4278,0.9508779728828628,4277,4278,1,360.0368073339996,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_500_750_200,7295,0.9726666666666668,7262,7295,33,600.151209292002,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_800_1200_320,11749,0.9790833333333332,11684,11749,65,900.7969008660002,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Uniform,Uniform_1000_1500_400,14644,0.9762666666666666,14661,14644,-17,901.8554822500008,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack01,169,0.9441340782122905,169,169,0,20.003083837000304,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack02,167,0.8186274509803921,167,167,0,45.00307365400295,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack03,37,0.9487179487179488,37,37,0,19.954651447002107,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack04,227,0.7643097643097643,227,227,0,44.96939715500048,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack05,318,0.8907563025210085,318,318,0,44.9700468939991,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack06,69,0.8846153846153846,69,69,0,19.964393592003034,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack07,200,0.8264462809917356,200,200,0,45.00237038399791,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack08,148,0.8809523809523809,146,148,2,20.00277733099938,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack09,284,0.8685015290519877,283,284,1,45.00375772299958,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,hustack,hustack10,12,1.0,12,12,0,19.95227210899975,VALID,40,5,0.85,0.75,pmx,mixed
